names,len,word1,word2,Results_Google,Number_Hits_Google
Rubroboletus legaliae,21,Rubroboletus,legaliae,"Aproximadamente 9.280 resultados (0,39 segundos) ",9280
Russula pectinatoides,21,Russula,pectinatoides,"Aproximadamente 16.300 resultados (0,42 segundos) ",16300
Russula pseudointegra,21,Russula,pseudointegra,"Aproximadamente 11.300 resultados (0,38 segundos) ",11300
Sarcoscypha austriaca,21,Sarcoscypha,austriaca,"Aproximadamente 59.800 resultados (0,40 segundos) ",59800
Schizophyllum commune,21,Schizophyllum,commune,"Aproximadamente 407.000 resultados (0,46 segundos) ",407000
Scleroderma areolatum,21,Scleroderma,areolatum,"Aproximadamente 65.900 resultados (0,35 segundos) ",65900
Stereum subtomentosum,21,Stereum,subtomentosum,"Aproximadamente 31.700 resultados (0,37 segundos) ",31700
Stropharia aeruginosa,21,Stropharia,aeruginosa,"Aproximadamente 119.000 resultados (0,34 segundos) ",119000
Stropharia aurantiaca,21,Stropharia,aurantiaca,"Aproximadamente 107.000 resultados (0,40 segundos) ",107000
Thelephora terrestris,21,Thelephora,terrestris,"Aproximadamente 121.000 resultados (0,39 segundos) ",121000
Tricholoma columbetta,21,Tricholoma,columbetta,"Aproximadamente 19.100 resultados (0,48 segundos) ",19100
Tricholoma gausapatum,21,Tricholoma,gausapatum,"Aproximadamente 15.000 resultados (0,44 segundos) ",15000
Tricholoma imbricatum,21,Tricholoma,imbricatum,"Aproximadamente 41.700 resultados (0,47 segundos) ",41700
Tricholoma saponaceum,21,Tricholoma,saponaceum,"Aproximadamente 38.100 resultados (0,34 segundos) ",38100
Tricholoma sulphureum,21,Tricholoma,sulphureum,"Aproximadamente 33.800 resultados (0,33 segundos) ",33800
Tricholoma ustaloides,21,Tricholoma,ustaloides,"Aproximadamente 10.400 resultados (0,60 segundos) ",10400
Tulostoma beccarianum,21,Tulostoma,beccarianum,"Aproximadamente 2.390 resultados (0,35 segundos) ",2390
Tulostoma cyclophorum,21,Tulostoma,cyclophorum,"Aproximadamente 2.510 resultados (0,44 segundos) ",2510
Turbinellus floccosus,21,Turbinellus,floccosus,"Aproximadamente 173.000 resultados (0,59 segundos) ",173000
Volvariella bombycina,21,Volvariella,bombycina,"Aproximadamente 41.100 resultados (0,35 segundos) ",41100
Xerocomus ferrugineus,21,Xerocomus,ferrugineus,"Aproximadamente 70.200 resultados (0,44 segundos) ",70200
Xerocomus parasiticus,21,Xerocomus,parasiticus,"Aproximadamente 59.200 resultados (0,33 segundos) ",59200
Xerocomus ripariellus,21,Xerocomus,ripariellus,"Aproximadamente 6.250 resultados (0,51 segundos) ",6250
Adelphella babingtonii,22,Adelphella,babingtonii,"Aproximadamente 2.650 resultados (0,36 segundos) ",2650
Albatrellus pes-caprae,22,Albatrellus,pes-caprae,"Aproximadamente 9.640 resultados (0,40 segundos) ",9640
Alboleptonia sericella,22,Alboleptonia,sericella,"Aproximadamente 1.380 resultados (0,43 segundos) ",1380
Amanita flavorubescens,22,Amanita,flavorubescens,"Aproximadamente 7.350 resultados (0,53 segundos) ",7350
Amanita strobiliformis,22,Amanita,strobiliformis,"Aproximadamente 24.300 resultados (0,44 segundos) ",24300
Amanita submembranacea,22,Amanita,submembranacea,"Aproximadamente 121.000 resultados (0,50 segundos) ",121000
Anthracobia maurilabra,22,Anthracobia,maurilabra,"Aproximadamente 6.230 resultados (0,43 segundos) ",6230
Asterophora parasitica,22,Asterophora,parasitica,"Aproximadamente 20.300 resultados (0,42 segundos) ",20300
Astraeus hygrometricus,22,Astraeus,hygrometricus,"Aproximadamente 42.300 resultados (0,35 segundos) ",42300
Auricularia polytricha,22,Auricularia,polytricha,"Aproximadamente 78.200 resultados (0,36 segundos) ",78200
Boletus appendiculatus,22,Boletus,appendiculatus,"Aproximadamente 28.800 resultados (0,37 segundos) ",28800
Boletus pulchrotinctus,22,Boletus,pulchrotinctus,"Aproximadamente 6.290 resultados (0,47 segundos) ",6290
Boletus rhodopurpureus,22,Boletus,rhodopurpureus,"Aproximadamente 18.700 resultados (0,37 segundos) ",18700
Byssonectria fusispora,22,Byssonectria,fusispora,"Aproximadamente 9.360 resultados (0,50 segundos) ",9360
Cantharellus lutescens,22,Cantharellus,lutescens,"Aproximadamente 90.400 resultados (0,43 segundos) ",90400
Cerioporus rhizophilus,22,Cerioporus,rhizophilus,"Aproximadamente 427 resultados (0,36 segundos) ",0
Chlorophyllum brunneum,22,Chlorophyllum,brunneum,"Aproximadamente 56.700 resultados (0,31 segundos) ",56700
Chlorophyllum olivieri,22,Chlorophyllum,olivieri,"Aproximadamente 50.300 resultados (0,33 segundos) ",50300
Chlorophyllum rachodes,22,Chlorophyllum,rachodes,"Aproximadamente 54.400 resultados (0,47 segundos) ",54400
Chlorophyllum rhacodes,22,Chlorophyllum,rhacodes,"Aproximadamente 54.400 resultados (0,30 segundos) ",54400
Chroogomphus fulmineus,22,Chroogomphus,fulmineus,"Aproximadamente 7.060 resultados (0,38 segundos) ",7060
Clavaria vermicularis ,22,Clavaria,vermicularis,"Aproximadamente 24.100 resultados (0,42 segundos) ",24100
Clavariadelphus ligula,22,Clavariadelphus,ligula,"Aproximadamente 22.300 resultados (0,39 segundos) ",22300
Climacocystis borealis,22,Climacocystis,borealis,"Aproximadamente 43.600 resultados (0,46 segundos) ",43600
Clitocybe vermicularis,22,Clitocybe,vermicularis,"Aproximadamente 17.700 resultados (0,42 segundos) ",17700
Collybia fuscopurpurea,22,Collybia,fuscopurpurea,"Aproximadamente 4.830 resultados (0,36 segundos) ",4830
Coprinus atramentarius,22,Coprinus,atramentarius,"Aproximadamente 76.300 resultados (0,60 segundos) ",76300
Coprinus romagnesianus,22,Coprinus,romagnesianus,"Aproximadamente 3.890 resultados (0,45 segundos) ",3890
Cortinarius armillatus,22,Cortinarius,armillatus,"Aproximadamente 41.500 resultados (0,41 segundos) ",41500
Cortinarius atrovirens,22,Cortinarius,atrovirens,"Aproximadamente 71.600 resultados (0,37 segundos) ",71600
Cortinarius callisteus,22,Cortinarius,callisteus,"Aproximadamente 12.700 resultados (0,40 segundos) ",12700
Cortinarius calochrous,22,Cortinarius,calochrous,"Aproximadamente 8.170 resultados (0,50 segundos) ",8170
Cortinarius cephalixus,22,Cortinarius,cephalixus,"Aproximadamente 7.550 resultados (0,39 segundos) ",7550
Cortinarius claricolor,22,Cortinarius,claricolor,"Aproximadamente 17.200 resultados (0,37 segundos) ",17200
Cortinarius collinitus,22,Cortinarius,collinitus,"Aproximadamente 48.600 resultados (0,39 segundos) ",48600
Cortinarius malicorius,22,Cortinarius,malicorius,"Aproximadamente 14.000 resultados (0,37 segundos) ",14000
Cortinarius phoeniceus,22,Cortinarius,phoeniceus,"Aproximadamente 8.820 resultados (0,42 segundos) ",8820
Cortinarius saturninus,22,Cortinarius,saturninus,"Aproximadamente 12.000 resultados (0,36 segundos) ",12000
Cortinarius sodagnitus,22,Cortinarius,sodagnitus,"Aproximadamente 13.200 resultados (0,39 segundos) ",13200
Cortinarius suaveolens,22,Cortinarius,suaveolens,"Aproximadamente 73.100 resultados (0,32 segundos) ",73100
Cortinarius triumphans,22,Cortinarius,triumphans,"Aproximadamente 29.300 resultados (0,41 segundos) ",29300
Cortinarius variecolor,22,Cortinarius,variecolor,"Aproximadamente 11.500 resultados (0,44 segundos) ",11500
Cortinarius variicolor,22,Cortinarius,variicolor,"Aproximadamente 26.600 resultados (0,41 segundos) ",26600
Cortinarius vibratilis,22,Cortinarius,vibratilis,"Aproximadamente 13.300 resultados (0,37 segundos) ",13300
Crinipellis corticalis,22,Crinipellis,corticalis,"Aproximadamente 43.200 resultados (0,40 segundos) ",43200
Cuphophyllus pratensis,22,Cuphophyllus,pratensis,"Aproximadamente 26.900 resultados (0,41 segundos) ",26900
Cuphophyllus virgineus,22,Cuphophyllus,virgineus,"Aproximadamente 25.800 resultados (0,45 segundos) ",25800
Cystoderma amianthinum,22,Cystoderma,amianthinum,"Aproximadamente 31.100 resultados (0,35 segundos) ",31100
Cystodermella ambrosii,22,Cystodermella,ambrosii,"Aproximadamente 31 resultados (0,29 segundos) ",0
Elaphomyces granulatus,22,Elaphomyces,granulatus,"Aproximadamente 93.100 resultados (0,38 segundos) ",93100
Elaphomyces papillatus,22,Elaphomyces,papillatus,"Aproximadamente 4.070 resultados (0,37 segundos) ",4070
Entoloma tjallingiorum,22,Entoloma,tjallingiorum,"Aproximadamente 5.900 resultados (0,45 segundos) ",5900
Flammulaster limulatus,22,Flammulaster,limulatus,"Aproximadamente 6.970 resultados (0,49 segundos) ",6970
Fomitopsis officinalis,22,Fomitopsis,officinalis,"Aproximadamente 48.800 resultados (0,36 segundos) ",48800
Galerina  atkinsoniana,22,Galerina,atkinsoniana,"Aproximadamente 12.500 resultados (0,40 segundos) ",12500
Gliophorus psittacinus,22,Gliophorus,psittacinus,"Aproximadamente 69.000 resultados (0,47 segundos) ",69000
Gloeophyllum sepiarium,22,Gloeophyllum,sepiarium,"Aproximadamente 106.000 resultados (0,42 segundos) ",106000
Gymnopilus arenophilus,22,Gymnopilus,arenophilus,"Aproximadamente 1.960 resultados (0,46 segundos) ",1960
Gymnopilus spectabilis,22,Gymnopilus,spectabilis,"Aproximadamente 87.000 resultados (0,42 segundos) ",87000
Hebeloma sacchariolens,22,Hebeloma,sacchariolens,"Aproximadamente 11.500 resultados (0,38 segundos) ",11500
Heterobasidion annosum,22,Heterobasidion,annosum,"Aproximadamente 105.000 resultados (0,65 segundos) ",105000
Hohenbuehelia geogenia,22,Hohenbuehelia,geogenia,"Aproximadamente 6.410 resultados (0,39 segundos) ",6410
Hortiboletus bubalinus,22,Hortiboletus,bubalinus,"Aproximadamente 3.260 resultados (0,50 segundos) ",3260
Hydnellum spongiosipes,22,Hydnellum,spongiosipes,"Aproximadamente 38.600 resultados (0,41 segundos) ",38600
Hygrocybe cantharellus,22,Hygrocybe,cantharellus,"Aproximadamente 162.000 resultados (0,39 segundos) ",162000
Hygrophorus agathosmus,22,Hygrophorus,agathosmus,"Aproximadamente 29.600 resultados (0,40 segundos) ",29600
Hygrophorus arbustivus,22,Hygrophorus,arbustivus,"Aproximadamente 22.600 resultados (0,38 segundos) ",22600
Hygrophorus discoideus,22,Hygrophorus,discoideus,"Aproximadamente 18.500 resultados (0,39 segundos) ",18500
Hygrophorus erubescens,22,Hygrophorus,erubescens,"Aproximadamente 91.400 resultados (0,41 segundos) ",91400
Hygrophorus gliocyclus,22,Hygrophorus,gliocyclus,"Aproximadamente 23.100 resultados (0,48 segundos) ",23100
Hygrophorus hypothejus,22,Hygrophorus,hypothejus,"Aproximadamente 35.600 resultados (0,34 segundos) ",35600
Hymenogaster olivaceus,22,Hymenogaster,olivaceus,"Aproximadamente 4.970 resultados (0,34 segundos) ",4970
Hypsizygus tessellatus,22,Hypsizygus,tessellatus,"Aproximadamente 258.000 resultados (0,70 segundos) ",258000
Imperator luteocupreus,22,Imperator,luteocupreus,"Aproximadamente 3.420 resultados (0,41 segundos) ",3420
Kuehneromyce mutabilis,22,Kuehneromyce,mutabilis,"Aproximadamente 71.800 resultados (0,45 segundos) ",71800
Labyrinthomyces donkii,22,Labyrinthomyces,donkii,"Aproximadamente 1.610 resultados (0,39 segundos) ",1610
Lactarius chrysorrheus,22,Lactarius,chrysorrheus,"Aproximadamente 31.100 resultados (0,37 segundos) ",31100
Lactarius controversus,22,Lactarius,controversus,"Aproximadamente 22.500 resultados (0,35 segundos) ",22500
Lactarius salmonicolor,22,Lactarius,salmonicolor,"Aproximadamente 73.100 resultados (0,34 segundos) ",73100
Lactarius subsericatus,22,Lactarius,subsericatus,"Aproximadamente 8.480 resultados (0,29 segundos) ",8480
Lactarius subumbonatus,22,Lactarius,subumbonatus,"Aproximadamente 9.000 resultados (0,38 segundos) ",9000
Leccinum rotundifoliae,22,Leccinum,rotundifoliae,"Aproximadamente 5.300 resultados (0,41 segundos) ",5300
Lentinellus cochleatus,22,Lentinellus,cochleatus,"Aproximadamente 30.900 resultados (0,39 segundos) ",30900
Lepiota pseudohelveola,22,Lepiota,pseudohelveola,"Aproximadamente 6.160 resultados (0,39 segundos) ",6160
Lepiota ventriosospora,22,Lepiota,ventriosospora,"Aproximadamente 9.250 resultados (0,37 segundos) ",9250
Leucoagaricus badhamii,22,Leucoagaricus,badhamii,"Aproximadamente 6.600 resultados (0,40 segundos) ",6600
Leucocoprinus badhamii,22,Leucocoprinus,badhamii,"Aproximadamente 6.860 resultados (0,39 segundos) ",6860
Leucopaxillus candidus,22,Leucopaxillus,candidus,"Aproximadamente 9.560 resultados (0,38 segundos) ",9560
Macowanites ammophilus,22,Macowanites,ammophilus,"Aproximadamente 1.440 resultados (0,46 segundos) ",1440
Macrolepiota excoriata,22,Macrolepiota,excoriata,"Aproximadamente 20.800 resultados (0,35 segundos) ",20800
Macrolepiota konradii ,22,Macrolepiota,konradii,"Aproximadamente 25.400 resultados (0,38 segundos) ",25400
Macrolepiota mastoidea,22,Macrolepiota,mastoidea,"Aproximadamente 22.000 resultados (0,51 segundos) ",22000
Macrotyphula fistulosa,22,Macrotyphula,fistulosa,"Aproximadamente 40.800 resultados (0,35 segundos) ",40800
Melanoleuca robertiana,22,Melanoleuca,robertiana,"Aproximadamente 2.660 resultados (0,31 segundos) ",2660
Melanoleuca strictipes,22,Melanoleuca,strictipes,"Aproximadamente 13.600 resultados (0,62 segundos) ",13600
Microglossum olivaceum,22,Microglossum,olivaceum,"Aproximadamente 15.800 resultados (0,44 segundos) ",15800
Mycena pseudocorticola,22,Mycena,pseudocorticola,"Aproximadamente 64.900 resultados (0,40 segundos) ",64900
Neoboletus junquilleus,22,Neoboletus,junquilleus,"Aproximadamente 2.450 resultados (0,44 segundos) ",2450
Panaeolus sphinctrinus,22,Panaeolus,sphinctrinus,"Aproximadamente 18.000 resultados (0,63 segundos) ",18000
Phellinus tuberculosus,22,Phellinus,tuberculosus,"Aproximadamente 15.300 resultados (0,39 segundos) ",15300
Pholiota highlandensis,22,Pholiota,highlandensis,"Aproximadamente 134.000 resultados (0,51 segundos) ",134000
Pleurotus tuber-regium,22,Pleurotus,tuber-regium,"Aproximadamente 32.000 resultados (0,46 segundos) ",32000
Polyporus meridionalis,22,Polyporus,meridionalis,"Aproximadamente 14.500 resultados (0,40 segundos) ",14500
Psathyrella hydrophila,22,Psathyrella,hydrophila,"Aproximadamente 29.100 resultados (0,36 segundos) ",29100
Psathyrella niveobadia,22,Psathyrella,niveobadia,"Aproximadamente 1.660 resultados (0,40 segundos) ",1660
Psathyrella phegophila,22,Psathyrella,phegophila,"Aproximadamente 2.300 resultados (0,35 segundos) ",2300
Psilocybe hepatochrous,22,Psilocybe,hepatochrous,"Aproximadamente 1.490 resultados (0,32 segundos) ",1490
Psilocybe semilanceata,22,Psilocybe,semilanceata,"Aproximadamente 140.000 resultados (0,46 segundos) ",140000
Pyrenopeziza benesuada,22,Pyrenopeziza,benesuada,"Aproximadamente 1.210 resultados (0,40 segundos) ",1210
Resupinatus applicatus,22,Resupinatus,applicatus,"Aproximadamente 16.600 resultados (0,40 segundos) ",16600
Reticularia lycoperdon,22,Reticularia,lycoperdon,"Aproximadamente 99.700 resultados (0,40 segundos) ",99700
Rhodocollybia maculata,22,Rhodocollybia,maculata,"Aproximadamente 34.900 resultados (0,38 segundos) ",34900
Sarcosphaera coronaria,22,Sarcosphaera,coronaria,"Aproximadamente 25.200 resultados (0,44 segundos) ",25200
Scleroderma polyrhizum,22,Scleroderma,polyrhizum,"Aproximadamente 52.900 resultados (0,39 segundos) ",52900
Scleroderma verrucosum,22,Scleroderma,verrucosum,"Aproximadamente 134.000 resultados (0,45 segundos) ",134000
Scutellinia scutellata,22,Scutellinia,scutellata,"Aproximadamente 65.600 resultados (0,35 segundos) ",65600
Setulipes quercophilus,22,Setulipes,quercophilus,"Aproximadamente 2.490 resultados (0,40 segundos) ",2490
Sowerbyella imperialis,22,Sowerbyella,imperialis,"Aproximadamente 6.490 resultados (0,42 segundos) ",6490
Sphaerobolus stellatus,22,Sphaerobolus,stellatus,"Aproximadamente 24.100 resultados (0,79 segundos) ",24100
Stereum sanguinolentun,22,Stereum,sanguinolentun,"Aproximadamente 886 resultados (0,45 segundos) ",0
Strobilurus esculentus,22,Strobilurus,esculentus,"Aproximadamente 22.500 resultados (0,34 segundos) ",22500
Strobilurus tenacellus,22,Strobilurus,tenacellus,"Aproximadamente 23.500 resultados (0,50 segundos) ",23500
Stropharia hornemannii,22,Stropharia,hornemannii,"Aproximadamente 18.500 resultados (0,41 segundos) ",18500
Stropharia semiglobata,22,Stropharia,semiglobata,"Aproximadamente 22.600 resultados (0,36 segundos) ",22600
Stropharia stercoraria,22,Stropharia,stercoraria,"Aproximadamente 12.200 resultados (0,34 segundos) ",12200
Tremiscus helvelloides,22,Tremiscus,helvelloides,"Aproximadamente 76.400 resultados (0,41 segundos) ",76400
Trichoderma pulvinatum,22,Trichoderma,pulvinatum,"Aproximadamente 8.100 resultados (0,33 segundos) ",8100
Trichoglossum hirsutum,22,Trichoglossum,hirsutum,"Aproximadamente 63.100 resultados (0,36 segundos) ",63100
Tricholoma flavovirens,22,Tricholoma,flavovirens,"Aproximadamente 46.500 resultados (0,46 segundos) ",46500
Tricholoma josserandii,22,Tricholoma,josserandii,"Aproximadamente 13.000 resultados (0,38 segundos) ",13000
Tricholoma pessundatum,22,Tricholoma,pessundatum,"Aproximadamente 20.300 resultados (0,35 segundos) ",20300
Tricholoma portentosum,22,Tricholoma,portentosum,"Aproximadamente 45.000 resultados (0,35 segundos) ",45000
Tricholoma ramentaceum,22,Tricholoma,ramentaceum,"Aproximadamente 2.430 resultados (0,37 segundos) ",2430
Turbinellus kauffmanii,22,Turbinellus,kauffmanii,"Aproximadamente 5.180 resultados (0,37 segundos) ",5180
Wakefieldia macrospora,22,Wakefieldia,macrospora,"Aproximadamente 3.330 resultados (0,48 segundos) ",3330
Xerocomus chrysenteron,22,Xerocomus,chrysenteron,"Aproximadamente 48.700 resultados (0,55 segundos) ",48700
Youngiomyces multiplex,22,Youngiomyces,multiplex,"Aproximadamente 1.320 resultados (0,39 segundos) ",1320
Agaricus amanitaeformis,23,Agaricus,amanitaeformis,"Aproximadamente 1.770 resultados (0,37 segundos) ",1770
Agaricus cupreobrunneus,23,Agaricus,cupreobrunneus,"Aproximadamente 14.000 resultados (0,42 segundos) ",14000
Agaricus heinemannianus,23,Agaricus,heinemannianus,"Aproximadamente 1.770 resultados (0,28 segundos) ",1770
Agaricus koelerionensis,23,Agaricus,koelerionensis,"Aproximadamente 3.710 resultados (0,46 segundos) ",3710
Agaricus phaeolepidotus,23,Agaricus,phaeolepidotus,"Aproximadamente 10.800 resultados (0,45 segundos) ",10800
Amanita parvipantherina,23,Amanita,parvipantherina,"Aproximadamente 2.760 resultados (0,40 segundos) ",2760
Amanita pseudoporphyria,23,Amanita,pseudoporphyria,"Aproximadamente 8.530 resultados (0,48 segundos) ",8530
Amanita pseudorubescens,23,Amanita,pseudorubescens,"Aproximadamente 1.370 resultados (0,57 segundos) ",1370
Amylostereum laevigatum,23,Amylostereum,laevigatum,"Aproximadamente 4.960 resultados (0,35 segundos) ",4960
Anthracobia macrocystis,23,Anthracobia,macrocystis,"Aproximadamente 12.600 resultados (0,50 segundos) ",12600
Auricularia mesenterica,23,Auricularia,mesenterica,"Aproximadamente 101.000 resultados (0,34 segundos) ",101000
Boletopsis leucomelaena,23,Boletopsis,leucomelaena,"Aproximadamente 17.700 resultados (0,48 segundos) ",17700
Boletus rubrosanguineus,23,Boletus,rubrosanguineus,"Aproximadamente 7.860 resultados (0,46 segundos) ",7860
Byssonectria terrestris,23,Byssonectria,terrestris,"Aproximadamente 11.400 resultados (0,39 segundos) ",11400
Calvatia excipuliformis,23,Calvatia,excipuliformis,"Aproximadamente 36.800 resultados (0,69 segundos) ",36800
Camarophyllus pratensis,23,Camarophyllus,pratensis,"Aproximadamente 54.700 resultados (0,42 segundos) ",54700
Camarophyllus virgineus,23,Camarophyllus,virgineus,"Aproximadamente 17.800 resultados (0,36 segundos) ",17800
Ceratiomyxa fruticulosa,23,Ceratiomyxa,fruticulosa,"Aproximadamente 73.600 resultados (0,39 segundos) ",73600
Cerocorticium confluens,23,Cerocorticium,confluens,"Aproximadamente 5.710 resultados (0,47 segundos) ",5710
Chroogomphus helveticus,23,Chroogomphus,helveticus,"Aproximadamente 9.840 resultados (0,40 segundos) ",9840
Clavulinopsis luteoalba,23,Clavulinopsis,luteoalba,"Aproximadamente 11.400 resultados (0,36 segundos) ",11400
Clitocybe phaeophthalma,23,Clitocybe,phaeophthalma,"Aproximadamente 10.300 resultados (0,40 segundos) ",10300
Coprinellus xanthothrix,23,Coprinellus,xanthothrix,"Aproximadamente 12.900 resultados (0,44 segundos) ",12900
Cortinarius aleuriosmus,23,Cortinarius,aleuriosmus,"Aproximadamente 4.620 resultados (0,35 segundos) ",4620
Cortinarius camphoratus,23,Cortinarius,camphoratus,"Aproximadamente 49.300 resultados (0,41 segundos) ",49300
Cortinarius cinnamomeus,23,Cortinarius,cinnamomeus,"Aproximadamente 66.100 resultados (0,35 segundos) ",66100
Cortinarius cupreorufus,23,Cortinarius,cupreorufus,"Aproximadamente 5.960 resultados (0,45 segundos) ",5960
Cortinarius glandicolor,23,Cortinarius,glandicolor,"Aproximadamente 8.210 resultados (0,38 segundos) ",8210
Cortinarius ionochlorus,23,Cortinarius,ionochlorus,"Aproximadamente 8.590 resultados (0,40 segundos) ",8590
Cortinarius mucifloides,23,Cortinarius,mucifloides,"Aproximadamente 1.370 resultados (0,33 segundos) ",1370
Cortinarius multiformis,23,Cortinarius,multiformis,"Aproximadamente 23.200 resultados (0,49 segundos) ",23200
Cortinarius ochroleucus,23,Cortinarius,ochroleucus,"Aproximadamente 52.400 resultados (0,33 segundos) ",52400
Cortinarius polymorphus,23,Cortinarius,polymorphus,"Aproximadamente 219.000 resultados (0,48 segundos) ",219000
Cortinarius rickenianus,23,Cortinarius,rickenianus,"Aproximadamente 2.630 resultados (0,40 segundos) ",2630
Cortinarius scobinaceus,23,Cortinarius,scobinaceus,"Aproximadamente 2.800 resultados (0,37 segundos) ",2800
Cortinarius variiformis,23,Cortinarius,variiformis,"Aproximadamente 9.810 resultados (0,37 segundos) ",9810
Cortinarius veregregius,23,Cortinarius,veregregius,"Aproximadamente 6.600 resultados (0,43 segundos) ",6600
Craterellus tubaeformis,23,Craterellus,tubaeformis,"Aproximadamente 58.700 resultados (0,45 segundos) ",58700
Crepidotus autochthonus,23,Crepidotus,autochthonus,"Aproximadamente 3.420 resultados (0,39 segundos) ",3420
Crepidotus crocophyllus,23,Crepidotus,crocophyllus,"Aproximadamente 102.000 resultados (0,45 segundos) ",102000
Cystodermella granulosa,23,Cystodermella,granulosa,"Aproximadamente 20.600 resultados (0,37 segundos) ",20600
Dactylosporina kuehneri,23,Dactylosporina,kuehneri,"Aproximadamente 229 resultados (0,44 segundos) ",0
Daedaleopsis confragosa,23,Daedaleopsis,confragosa,"Aproximadamente 52.800 resultados (0,51 segundos) ",52800
Dermocybe semisanguinea,23,Dermocybe,semisanguinea,"Aproximadamente 5.000 resultados (0,38 segundos) ",5000
Endoptychum agaricoides,23,Endoptychum,agaricoides,"Aproximadamente 8.100 resultados (0,38 segundos) ",8100
Entoloma cephalotrichum,23,Entoloma,cephalotrichum,"Aproximadamente 4.980 resultados (0,73 segundos) ",4980
Entoloma porphyrophaeum,23,Entoloma,porphyrophaeum,"Aproximadamente 7.890 resultados (0,36 segundos) ",7890
Geastrum pseudostriatum,23,Geastrum,pseudostriatum,"Aproximadamente 3.590 resultados (0,42 segundos) ",3590
Gymnosporangium sabinae,23,Gymnosporangium,sabinae,"Aproximadamente 50.000 resultados (0,31 segundos) ",50000
Hebeloma anthracophilum,23,Hebeloma,anthracophilum,"Aproximadamente 4.870 resultados (0,40 segundos) ",4870
Hebeloma cylindrosporum,23,Hebeloma,cylindrosporum,"Aproximadamente 31.800 resultados (0,35 segundos) ",31800
Hemimycena pseudolactea,23,Hemimycena,pseudolactea,"Aproximadamente 11.200 resultados (0,44 segundos) ",11200
Hydnellum scrobiculatum,23,Hydnellum,scrobiculatum,"Aproximadamente 57.700 resultados (0,65 segundos) ",57700
Hygrocybe russocoriacea,23,Hygrocybe,russocoriacea,"Aproximadamente 9.180 resultados (0,35 segundos) ",9180
Hymenochaete cinnamomea,23,Hymenochaete,cinnamomea,"Aproximadamente 68.700 resultados (0,38 segundos) ",68700
Hymenochaete rubiginosa,23,Hymenochaete,rubiginosa,"Aproximadamente 70.100 resultados (0,29 segundos) ",70100
Hymenogaster thwaitesii,23,Hymenogaster,thwaitesii,"Aproximadamente 2.520 resultados (0,36 segundos) ",2520
Hymenoscyphus calyculus,23,Hymenoscyphus,calyculus,"Aproximadamente 11.900 resultados (0,42 segundos) ",11900
Hymenoscyphus monticola,23,Hymenoscyphus,monticola,"Aproximadamente 6.760 resultados (0,46 segundos) ",6760
Hymenoscyphus serotinus,23,Hymenoscyphus,serotinus,"Aproximadamente 24.400 resultados (0,33 segundos) ",24400
Hypholoma sublateritium,23,Hypholoma,sublateritium,"Aproximadamente 41.100 resultados (0,35 segundos) ",41100
Inocybe aurantiobrunnea,23,Inocybe,aurantiobrunnea,"Aproximadamente 1.190 resultados (0,43 segundos) ",1190
Inocybe patouillardii  ,23,Inocybe,patouillardii,"Aproximadamente 80.100 resultados (0,36 segundos) ",80100
Lacrymaria lacrymabunda,23,Lacrymaria,lacrymabunda,"Aproximadamente 22.100 resultados (0,38 segundos) ",22100
Lactarius scrobiculatus,23,Lactarius,scrobiculatus,"Aproximadamente 28.800 resultados (0,58 segundos) ",28800
Leccinellum crocipodium,23,Leccinellum,crocipodium,"Aproximadamente 9.680 resultados (0,51 segundos) ",9680
Leucoagaricus marriagei,23,Leucoagaricus,marriagei,"Aproximadamente 6.380 resultados (0,48 segundos) ",6380
Leucogyrophana mollusca,23,Leucogyrophana,mollusca,"Aproximadamente 12.900 resultados (0,55 segundos) ",12900
Leucogyrophana pinastri,23,Leucogyrophana,pinastri,"Aproximadamente 14.300 resultados (0,44 segundos) ",14300
Leucogyrophana romellii,23,Leucogyrophana,romellii,"Aproximadamente 13.600 resultados (0,39 segundos) ",13600
Leucopaxillus compactus,23,Leucopaxillus,compactus,"Aproximadamente 15.100 resultados (0,55 segundos) ",15100
Leucopaxillus giganteus,23,Leucopaxillus,giganteus,"Aproximadamente 43.000 resultados (0,59 segundos) ",43000
Leucopaxillus paradoxus,23,Leucopaxillus,paradoxus,"Aproximadamente 9.430 resultados (0,36 segundos) ",9430
Lichenomphalia velutina,23,Lichenomphalia,velutina,"Aproximadamente 5.290 resultados (0,38 segundos) ",5290
Lysurus periphragmoides,23,Lysurus,periphragmoides,"Aproximadamente 7.250 resultados (0,49 segundos) ",7250
Macrolepiota olivascens,23,Macrolepiota,olivascens,"Aproximadamente 9.200 resultados (0,41 segundos) ",9200
Macrolepiota phaeodisca,23,Macrolepiota,phaeodisca,"Aproximadamente 5.360 resultados (0,39 segundos) ",5360
Marasmiellus vaillantii,23,Marasmiellus,vaillantii,"Aproximadamente 6.010 resultados (0,44 segundos) ",6010
Melanogaster variegatus,23,Melanogaster,variegatus,"Aproximadamente 123.000 resultados (0,36 segundos) ",123000
Melanoleuca graminicola,23,Melanoleuca,graminicola,"Aproximadamente 30.900 resultados (0,34 segundos) ",30900
Melanoleuca grammopodia,23,Melanoleuca,grammopodia,"Aproximadamente 14.600 resultados (0,40 segundos) ",14600
Microglossum cyanobasis,23,Microglossum,cyanobasis,"Aproximadamente 235 resultados (0,34 segundos) ",0
Odonticium monfraguense,23,Odonticium,monfraguense,"Aproximadamente 1.280 resultados (0,41 segundos) ",1280
