names,word1,word2,Results_Google,Number_Hits_Google
Pholiota lucifera,Pholiota,lucifera,"Aproximadamente 14.500 resultados (0,37 segundos) ",14500.0
Pholiota mixta,Pholiota,mixta,"Aproximadamente 13.700 resultados (0,39 segundos) ",13700.0
Pholiota nameko,Pholiota,nameko,"Aproximadamente 119.000 resultados (0,45 segundos) ",119000.0
Pholiota pinicola,Pholiota,pinicola,"Aproximadamente 55.200 resultados (0,41 segundos) ",55200.0
Pholiota populnea,Pholiota,populnea,"Aproximadamente 89.100 resultados (0,41 segundos) ",89100.0
Pholiota squarrosa,Pholiota,squarrosa,"Aproximadamente 68.000 resultados (0,40 segundos) ",68000.0
Pholiota tuberculosa,Pholiota,tuberculosa,"Aproximadamente 290.000 resultados (0,39 segundos) ",290000.0
Pholiotina aporos,Pholiotina,aporos,"Aproximadamente 5.390 resultados (0,44 segundos) ",5390.0
Pholiotina rugosa,Pholiotina,rugosa,"Aproximadamente 17.900 resultados (0,43 segundos) ",17900.0
Pholiotina sp,Pholiotina,sp,"Aproximadamente 22.600 resultados (0,46 segundos) ",22600.0
Phylloporus rhodoxanthus,Phylloporus,rhodoxanthus,"Aproximadamente 26.300 resultados (0,46 segundos) ",26300.0
Phyllotopsis nidulans,Phyllotopsis,nidulans,"Aproximadamente 49.200 resultados (0,49 segundos) ",49200.0
Physarum leucophaeum,Physarum,leucophaeum,"Aproximadamente 59.600 resultados (0,35 segundos) ",59600.0
Picoa lefebvrei,Picoa,lefebvrei,"Aproximadamente 1.400.000 resultados (0,44 segundos) ",1400.0
Pilobolus kleinii,Pilobolus,kleinii,"Aproximadamente 7.550 resultados (0,77 segundos) ",7550.0
Piptoporus betulinus,Piptoporus,betulinus,"Aproximadamente 91.000 resultados (0,55 segundos) ",91000.0
Pisolithus arhizus,Pisolithus,arhizus,"Aproximadamente 71.000 resultados (0,72 segundos) ",71000.0
Pithya  cupressina,Pithya,cupressina,"Aproximadamente 7.290 resultados (0,41 segundos) ",7290.0
Plectania melastoma,Plectania,melastoma,"Aproximadamente 52.000 resultados (0,45 segundos) ",52000.0
Pleurocybella porrigens,Pleurocybella,porrigens,"Aproximadamente 46.000 resultados (0,38 segundos) ",46000.0
Pleurotus,Pleurotus,,"Aproximadamente 558.000 resultados (0,41 segundos) ",558000.0
Pleurotus citrinopileatus,Pleurotus,citrinopileatus,"Aproximadamente 56.300 resultados (0,45 segundos) ",56300.0
Pleurotus cornucopiae,Pleurotus,cornucopiae,"Aproximadamente 71.500 resultados (0,40 segundos) ",71500.0
Pleurotus cystidiosus,Pleurotus,cystidiosus,"Aproximadamente 38.200 resultados (0,44 segundos) ",38200.0
Pleurotus djamor,Pleurotus,djamor,"Aproximadamente 138.000 resultados (0,43 segundos) ",138000.0
Pleurotus dryinus,Pleurotus,dryinus,"Aproximadamente 128.000 resultados (0,42 segundos) ",128000.0
Pleurotus eryngii,Pleurotus,eryngii,"Aproximadamente 2.210.000 resultados (0,51 segundos) ",2210.0
Pleurotus fabellatus,Pleurotus,fabellatus,"Aproximadamente 62.100 resultados (0,46 segundos) ",62100.0
Pleurotus nebrodensis,Pleurotus,nebrodensis,"Aproximadamente 67.200 resultados (0,47 segundos) ",67200.0
Pleurotus ostreatus,Pleurotus,ostreatus,"Aproximadamente 1.070.000 resultados (0,51 segundos) ",1070.0
Pleurotus pulmonarius,Pleurotus,pulmonarius,"Aproximadamente 159.000 resultados (0,44 segundos) ",159000.0
Pleurotus sajor-caju,Pleurotus,sajor-caju,"Aproximadamente 171.000 resultados (0,43 segundos) ",171000.0
Pleurotus tuber-regium,Pleurotus,tuber-regium,"Aproximadamente 32.000 resultados (0,46 segundos) ",32000.0
Plicaturopsis crispa,Plicaturopsis,crispa,"Aproximadamente 43.500 resultados (0,40 segundos) ",43500.0
Pluteus aurantiorugosus,Pluteus,aurantiorugosus,"Aproximadamente 21.600 resultados (0,37 segundos) ",21600.0
Pluteus brunneoradiatus,Pluteus,brunneoradiatus,"Aproximadamente 3.120 resultados (0,53 segundos) ",3120.0
Pluteus cervinus,Pluteus,cervinus,"Aproximadamente 68.100 resultados (0,38 segundos) ",68100.0
Pluteus leoninus,Pluteus,leoninus,"Aproximadamente 34.300 resultados (0,39 segundos) ",34300.0
Pluteus nanus,Pluteus,nanus,"Aproximadamente 46.700 resultados (0,36 segundos) ",46700.0
Pluteus nigroviridis,Pluteus,nigroviridis,"Aproximadamente 3.720 resultados (0,36 segundos) ",3720.0
Pluteus pallescens,Pluteus,pallescens,"Aproximadamente 63.100 resultados (0,33 segundos) ",63100.0
Pluteus pellitus,Pluteus,pellitus,"Aproximadamente 11.400 resultados (0,38 segundos) ",11400.0
Pluteus petasatus,Pluteus,petasatus,"Aproximadamente 22.400 resultados (0,38 segundos) ",22400.0
Pluteus phlebophorus,Pluteus,phlebophorus,"Aproximadamente 9.600 resultados (0,45 segundos) ",9600.0
Pluteus pouzarianus,Pluteus,pouzarianus,"Aproximadamente 7.790 resultados (0,37 segundos) ",7790.0
Pluteus romellii,Pluteus,romellii,"Aproximadamente 20.700 resultados (0,37 segundos) ",20700.0
Pluteus salicinus,Pluteus,salicinus,"Aproximadamente 40.900 resultados (0,44 segundos) ",40900.0
Polyozellus multiplex,Polyozellus,multiplex,"Aproximadamente 13.100 resultados (0,44 segundos) ",13100.0
Polyporus arcularius,Polyporus,arcularius,"Aproximadamente 67.500 resultados (0,41 segundos) ",67500.0
Polyporus badius,Polyporus,badius,"Aproximadamente 110.000 resultados (0,43 segundos) ",110000.0
Polyporus brumalis,Polyporus,brumalis,"Aproximadamente 81.500 resultados (0,40 segundos) ",81500.0
Polyporus lepideus,Polyporus,lepideus,"Aproximadamente 48.600 resultados (0,49 segundos) ",48600.0
Polyporus meridionalis,Polyporus,meridionalis,"Aproximadamente 14.500 resultados (0,40 segundos) ",14500.0
Polyporus mylittae,Polyporus,mylittae,"Aproximadamente 5.850 resultados (0,57 segundos) ",5850.0
Polyporus squamosus,Polyporus,squamosus,"Aproximadamente 169.000 resultados (0,39 segundos) ",169000.0
Polyporus tuberaster,Polyporus,tuberaster,"Aproximadamente 23.000 resultados (0,43 segundos) ",23000.0
Polyporus tunetanus,Polyporus,tunetanus,"Aproximadamente 1.370 resultados (0,41 segundos) ",1370.0
Polyporus umbellatus,Polyporus,umbellatus,"Aproximadamente 150.000 resultados (0,40 segundos) ",150000.0
Polyporus varius,Polyporus,varius,"Aproximadamente 98.600 resultados (0,52 segundos) ",98600.0
Poronia punctata,Poronia,punctata,"Aproximadamente 67.300 resultados (0,39 segundos) ",67300.0
Porphyrellus porphyrosporus,Porphyrellus,porphyrosporus,"Aproximadamente 24.800 resultados (0,51 segundos) ",24800.0
Porpolomopsis calyptriformis,Porpolomopsis,calyptriformis,"Aproximadamente 7.570 resultados (0,49 segundos) ",7570.0
Postia stiptica,Postia,stiptica,"Aproximadamente 16.900 resultados (0,40 segundos) ",16900.0
Protostropharia semiglobata,Protostropharia,semiglobata,"Aproximadamente 7.710 resultados (0,39 segundos) ",7710.0
Psathyrella bipellis,Psathyrella,bipellis,"Aproximadamente 18.100 resultados (0,39 segundos) ",18100.0
Psathyrella candolleana,Psathyrella,candolleana,"Aproximadamente 43.100 resultados (0,38 segundos) ",43100.0
Psathyrella conopilus,Psathyrella,conopilus,"Aproximadamente 12.500 resultados (0,33 segundos) ",12500.0
Psathyrella corrugis,Psathyrella,corrugis,"Aproximadamente 18.100 resultados (0,38 segundos) ",18100.0
Psathyrella fatua,Psathyrella,fatua,"Aproximadamente 9.530 resultados (0,37 segundos) ",9530.0
Psathyrella gracilis,Psathyrella,gracilis,"Aproximadamente 102.000 resultados (0,38 segundos) ",102000.0
Psathyrella hydrophila,Psathyrella,hydrophila,"Aproximadamente 29.100 resultados (0,36 segundos) ",29100.0
Psathyrella lacrymabunda,Psathyrella,lacrymabunda,"Aproximadamente 20.600 resultados (0,33 segundos) ",20600.0
Psathyrella marcescibilis,Psathyrella,marcescibilis,"Aproximadamente 22.800 resultados (0,41 segundos) ",22800.0
Psathyrella multipedata,Psathyrella,multipedata,"Aproximadamente 32.300 resultados (0,39 segundos) ",32300.0
Psathyrella niveobadia,Psathyrella,niveobadia,"Aproximadamente 1.660 resultados (0,40 segundos) ",1660.0
Psathyrella ochracea,Psathyrella,ochracea,"Aproximadamente 75.700 resultados (0,37 segundos) ",75700.0
Psathyrella pennata,Psathyrella,pennata,"Aproximadamente 56.700 resultados (0,39 segundos) ",56700.0
Psathyrella phegophila,Psathyrella,phegophila,"Aproximadamente 2.300 resultados (0,35 segundos) ",2300.0
Psathyrella spadiceogrisea,Psathyrella,spadiceogrisea,"Aproximadamente 17.200 resultados (0,37 segundos) ",17200.0
Psathyrella squamosa,Psathyrella,squamosa,"Aproximadamente 54.100 resultados (0,34 segundos) ",54100.0
Psathyrella subnuda,Psathyrella,subnuda,"Aproximadamente 31.800 resultados (0,44 segundos) ",31800.0
Pseudoboletus parasiticus,Pseudoboletus,parasiticus,"Aproximadamente 30.500 resultados (0,45 segundos) ",30500.0
Pseudoclitocybe cyathiformis,Pseudoclitocybe,cyathiformis,"Aproximadamente 22.000 resultados (0,38 segundos) ",22000.0
Pseudoclitopilus rhodoleucus,Pseudoclitopilus,rhodoleucus,"Aproximadamente 510 resultados (0,34 segundos) ",0.0
Pseudocraterellus undulatus,Pseudocraterellus,undulatus,"Aproximadamente 10.800 resultados (0,34 segundos) ",10800.0
Pseudohydnum gelatinosum,Pseudohydnum,gelatinosum,"Aproximadamente 81.200 resultados (0,34 segundos) ",81200.0
Pseudombrophila guldeniae,Pseudombrophila,guldeniae,"Aproximadamente 2.500 resultados (0,49 segundos) ",2500.0
Psilocybe antillarum,Psilocybe,antillarum,"Aproximadamente 9.540 resultados (0,36 segundos) ",9540.0
Psilocybe coprophila,Psilocybe,coprophila,"Aproximadamente 31.600 resultados (0,42 segundos) ",31600.0
Psilocybe hepatochrous,Psilocybe,hepatochrous,"Aproximadamente 1.490 resultados (0,32 segundos) ",1490.0
Psilocybe liniformans,Psilocybe,liniformans,"Aproximadamente 11.900 resultados (0,54 segundos) ",11900.0
Psilocybe merdaria,Psilocybe,merdaria,"Aproximadamente 13.500 resultados (0,42 segundos) ",13500.0
Psilocybe montana,Psilocybe,montana,"Aproximadamente 493.000 resultados (0,45 segundos) ",493000.0
Psilocybe rhombispora,Psilocybe,rhombispora,"Aproximadamente 3.380 resultados (0,36 segundos) ",3380.0
Psilocybe semilanceata,Psilocybe,semilanceata,"Aproximadamente 140.000 resultados (0,46 segundos) ",140000.0
Psilocybe sp,Psilocybe,sp,"Aproximadamente 186.000 resultados (0,40 segundos) ",186000.0
Pulcherricium caeruleum,Pulcherricium,caeruleum,"Aproximadamente 49.400 resultados (0,41 segundos) ",49400.0
Pulveroboletus hemichrysus,Pulveroboletus,hemichrysus,"Aproximadamente 4.250 resultados (0,58 segundos) ",4250.0
Pulveroboletus lignicola,Pulveroboletus,lignicola,"Aproximadamente 15.600 resultados (0,49 segundos) ",15600.0
Pycnoporus cinnabarinus,Pycnoporus,cinnabarinus,"Aproximadamente 85.000 resultados (0,42 segundos) ",85000.0
Pyrenopeziza benesuada,Pyrenopeziza,benesuada,"Aproximadamente 1.210 resultados (0,40 segundos) ",1210.0
Ramaria abietina,Ramaria,abietina,"Aproximadamente 57.700 resultados (0,36 segundos) ",57700.0
Ramaria aurea,Ramaria,aurea,"Aproximadamente 79.300 resultados (0,49 segundos) ",79300.0
Ramaria botrytis,Ramaria,botrytis,"Aproximadamente 42.900 resultados (0,72 segundos) ",42900.0
Ramaria cedretorum,Ramaria,cedretorum,"Aproximadamente 2.940 resultados (0,35 segundos) ",2940.0
Ramaria fennica,Ramaria,fennica,"Aproximadamente 11.000 resultados (0,50 segundos) ",11000.0
Ramaria flava,Ramaria,flava,"Aproximadamente 83.600 resultados (0,38 segundos) ",83600.0
Ramaria flavescens,Ramaria,flavescens,"Aproximadamente 58.700 resultados (0,41 segundos) ",58700.0
Ramaria formosa,Ramaria,formosa,"Aproximadamente 101.000 resultados (0,35 segundos) ",101000.0
Ramaria fumigata,Ramaria,fumigata,"Aproximadamente 20.300 resultados (0,40 segundos) ",20300.0
Ramaria gracilis,Ramaria,gracilis,"Aproximadamente 97.500 resultados (0,45 segundos) ",97500.0
Ramaria largentii,Ramaria,largentii,"Aproximadamente 12.200 resultados (0,51 segundos) ",12200.0
Ramaria neoformosa,Ramaria,neoformosa,"Aproximadamente 4.710 resultados (0,54 segundos) ",4710.0
Ramaria pallida,Ramaria,pallida,"Aproximadamente 118.000 resultados (0,39 segundos) ",118000.0
Ramaria sanguinea,Ramaria,sanguinea,"Aproximadamente 96.000 resultados (0,41 segundos) ",96000.0
Ramaria stricta,Ramaria,stricta,"Aproximadamente 72.500 resultados (0,35 segundos) ",72500.0
Ramaria subbotrytis,Ramaria,subbotrytis,"Aproximadamente 44.300 resultados (0,47 segundos) ",44300.0
Ramariaceae,Ramariaceae,,"Aproximadamente 947 resultados (0,31 segundos) ",0.0
Resupinatus applicatus,Resupinatus,applicatus,"Aproximadamente 16.600 resultados (0,40 segundos) ",16600.0
Reticularia lycoperdon,Reticularia,lycoperdon,"Aproximadamente 99.700 resultados (0,40 segundos) ",99700.0
Rheubarbariboletus armeniacus,Rheubarbariboletus,armeniacus,"Aproximadamente 5.040 resultados (0,40 segundos) ",5040.0
Rhizina undulata,Rhizina,undulata,"Aproximadamente 27.200 resultados (0,59 segundos) ",27200.0
Rhizopogdon luteolas,Rhizopogdon,luteolas,"Aproximadamente 24.900 resultados (0,66 segundos) ",24900.0
Rhizopogon luteolus,Rhizopogon,luteolus,"Aproximadamente 30.800 resultados (0,31 segundos) ",30800.0
Rhizopogon roseolus,Rhizopogon,roseolus,"Aproximadamente 30.500 resultados (0,39 segundos) ",30500.0
Rhizopogon vulgaris,Rhizopogon,vulgaris,"Aproximadamente 52.700 resultados (0,38 segundos) ",52700.0
Rhodocollybia butyracea,Rhodocollybia,butyracea,"Aproximadamente 35.500 resultados (0,35 segundos) ",35500.0
Rhodocollybia butyraceae.,Rhodocollybia,butyraceae.,"Aproximadamente 34.700 resultados (0,34 segundos) ",34700.0
Rhodocollybia maculata,Rhodocollybia,maculata,"Aproximadamente 34.900 resultados (0,38 segundos) ",34900.0
Rhodocybe  gemina,Rhodocybe,gemina,"Aproximadamente 11.100 resultados (0,37 segundos) ",11100.0
Rhodocybe hirneola,Rhodocybe,hirneola,"Aproximadamente 20.400 resultados (0,70 segundos) ",20400.0
Rhodocybe nitellina,Rhodocybe,nitellina,"Aproximadamente 6.720 resultados (0,45 segundos) ",6720.0
Rhodotus palmatus,Rhodotus,palmatus,"Aproximadamente 201.000 resultados (0,36 segundos) ",201000.0
Rickenella  fibula,Rickenella,fibula,"Aproximadamente 24.500 resultados (0,33 segundos) ",24500.0
Rickenella swartzii,Rickenella,swartzii,"Aproximadamente 13.300 resultados (0,45 segundos) ",13300.0
Rimbachia neckerae,Rimbachia,neckerae,"Aproximadamente 4.610 resultados (0,67 segundos) ",4610.0
Ripartites metrodii,Ripartites,metrodii,"Aproximadamente 2.970 resultados (0,35 segundos) ",2970.0
Rosellinia aquila,Rosellinia,aquila,"Aproximadamente 120.000 resultados (0,52 segundos) ",120000.0
Rozites caperatus,Rozites,caperatus,"Aproximadamente 61.400 resultados (0,41 segundos) ",61400.0
Rubroboletus legaliae,Rubroboletus,legaliae,"Aproximadamente 9.280 resultados (0,39 segundos) ",9280.0
Rubroboletus lupinus,Rubroboletus,lupinus,"Aproximadamente 15.100 resultados (0,42 segundos) ",15100.0
Rubroboletus pulcherrimus,Rubroboletus,pulcherrimus,"Aproximadamente 6.160 resultados (0,40 segundos) ",6160.0
Rubroboletus satanas,Rubroboletus,satanas,"Aproximadamente 20.100 resultados (0,42 segundos) ",20100.0
Ruhlandiella berolinensis,Ruhlandiella,berolinensis,"Aproximadamente 2.680 resultados (0,43 segundos) ",2680.0
Russula,Russula,,"Aproximadamente 529.000 resultados (0,59 segundos) ",529000.0
Russula acrifolia,Russula,acrifolia,"Aproximadamente 16.100 resultados (0,44 segundos) ",16100.0
Russula adusta,Russula,adusta,"Aproximadamente 104.000 resultados (0,38 segundos) ",104000.0
Russula aeruginea,Russula,aeruginea,"Aproximadamente 35.700 resultados (0,32 segundos) ",35700.0
Russula albonigra,Russula,albonigra,"Aproximadamente 62.100 resultados (0,37 segundos) ",62100.0
Russula amarissima,Russula,amarissima,"Aproximadamente 6.390 resultados (0,68 segundos) ",6390.0
Russula amoena,Russula,amoena,"Aproximadamente 80.600 resultados (0,40 segundos) ",80600.0
Russula amoenicolor,Russula,amoenicolor,"Aproximadamente 9.710 resultados (0,38 segundos) ",9710.0
Russula amoenolens,Russula,amoenolens,"Aproximadamente 31.300 resultados (0,39 segundos) ",31300.0
Russula anthracina,Russula,anthracina,"Aproximadamente 26.800 resultados (0,36 segundos) ",26800.0
Russula aquosa,Russula,aquosa,"Aproximadamente 16.900 resultados (0,46 segundos) ",16900.0
Russula atropurpurea,Russula,atropurpurea,"Aproximadamente 22.600 resultados (0,35 segundos) ",22600.0
Russula aurea,Russula,aurea,"Aproximadamente 104.000 resultados (0,40 segundos) ",104000.0
Russula aurora,Russula,aurora,"Aproximadamente 406.000 resultados (0,40 segundos) ",406000.0
Russula azurea,Russula,azurea,"Aproximadamente 63.000 resultados (0,34 segundos) ",63000.0
Russula badia,Russula,badia,"Aproximadamente 199.000 resultados (0,45 segundos) ",199000.0
Russula brunneoviolacea,Russula,brunneoviolacea,"Aproximadamente 13.500 resultados (0,39 segundos) ",13500.0
Russula caerulea,Russula,caerulea,"Aproximadamente 114.000 resultados (0,33 segundos) ",114000.0
Russula cessans,Russula,cessans,"Aproximadamente 7.600 resultados (0,33 segundos) ",7600.0
Russula chloroides,Russula,chloroides,"Aproximadamente 23.700 resultados (0,36 segundos) ",23700.0
Russula claroflava,Russula,claroflava,"Aproximadamente 49.300 resultados (0,35 segundos) ",49300.0
Russula cutrefacta,Russula,cutrefacta,"Aproximadamente 1.400 resultados (0,44 segundos) ",1400.0
Russula cyanoxantha,Russula,cyanoxantha,"Aproximadamente 72.900 resultados (0,35 segundos) ",72900.0
Russula decipiens,Russula,decipiens,"Aproximadamente 123.000 resultados (0,35 segundos) ",123000.0
Russula decolorans,Russula,decolorans,"Aproximadamente 45.300 resultados (0,40 segundos) ",45300.0
Russula delica,Russula,delica,"Aproximadamente 58.500 resultados (0,42 segundos) ",58500.0
Russula densifolia,Russula,densifolia,"Aproximadamente 71.300 resultados (0,34 segundos) ",71300.0
Russula emetica,Russula,emetica,"Aproximadamente 175.000 resultados (0,41 segundos) ",175000.0
Russula faginea,Russula,faginea,"Aproximadamente 34.500 resultados (0,39 segundos) ",34500.0
Russula fellea,Russula,fellea,"Aproximadamente 25.000 resultados (0,36 segundos) ",25000.0
Russula foetens,Russula,foetens,"Aproximadamente 46.900 resultados (0,34 segundos) ",46900.0
Russula fragilis,Russula,fragilis,"Aproximadamente 138.000 resultados (0,33 segundos) ",138000.0
Russula grisea,Russula,grisea,"Aproximadamente 92.600 resultados (0,34 segundos) ",92600.0
Russula heterophylla,Russula,heterophylla,"Aproximadamente 104.000 resultados (0,41 segundos) ",104000.0
Russula ilicis,Russula,ilicis,"Aproximadamente 28.600 resultados (0,35 segundos) ",28600.0
Russula illota,Russula,illota,"Aproximadamente 9.080 resultados (0,36 segundos) ",9080.0
Russula integra,Russula,integra,"Aproximadamente 3.720.000 resultados (0,37 segundos) ",3720.0
Russula ionochlora,Russula,ionochlora,"Aproximadamente 14.700 resultados (0,39 segundos) ",14700.0
Russula juniperina,Russula,juniperina,"Aproximadamente 7.610 resultados (0,42 segundos) ",7610.0
Russula krombholzii,Russula,krombholzii,"Aproximadamente 5.400 resultados (0,31 segundos) ",5400.0
Russula laeta,Russula,laeta,"Aproximadamente 29.300 resultados (0,37 segundos) ",29300.0
Russula langei,Russula,langei,"Aproximadamente 19.000 resultados (0,40 segundos) ",19000.0
Russula laurocerasi,Russula,laurocerasi,"Aproximadamente 16.500 resultados (0,39 segundos) ",16500.0
Russula lepida,Russula,lepida,"Aproximadamente 90.200 resultados (0,35 segundos) ",90200.0
Russula lutea,Russula,lutea,"Aproximadamente 109.000 resultados (0,35 segundos) ",109000.0
Russula melliolens,Russula,melliolens,"Aproximadamente 12.200 resultados (0,34 segundos) ",12200.0
Russula mesospora,Russula,mesospora,"Aproximadamente 3.440 resultados (0,48 segundos) ",3440.0
Russula minutula,Russula,minutula,"Aproximadamente 8.260 resultados (0,35 segundos) ",8260.0
Russula mustelina,Russula,mustelina,"Aproximadamente 19.900 resultados (0,38 segundos) ",19900.0
Russula nauseosa,Russula,nauseosa,"Aproximadamente 17.800 resultados (0,41 segundos) ",17800.0
Russula nigricans,Russula,nigricans,"Aproximadamente 115.000 resultados (0,34 segundos) ",115000.0
Russula nobilis,Russula,nobilis,"Aproximadamente 138.000 resultados (0,38 segundos) ",138000.0
Russula ochroleuca,Russula,ochroleuca,"Aproximadamente 77.800 resultados (0,41 segundos) ",77800.0
Russula olivacea,Russula,olivacea,"Aproximadamente 94.300 resultados (0,33 segundos) ",94300.0
Russula parazurea,Russula,parazurea,"Aproximadamente 11.600 resultados (0,41 segundos) ",11600.0
Russula pascua,Russula,pascua,"Aproximadamente 69.200 resultados (0,39 segundos) ",69200.0
Russula pectinatoides,Russula,pectinatoides,"Aproximadamente 16.300 resultados (0,42 segundos) ",16300.0
Russula persicina,Russula,persicina,"Aproximadamente 13.400 resultados (0,35 segundos) ",13400.0
Russula poikilochroa,Russula,poikilochroa,"Aproximadamente 1.650 resultados (0,40 segundos) ",1650.0
Russula pseudointegra,Russula,pseudointegra,"Aproximadamente 11.300 resultados (0,38 segundos) ",11300.0
Russula puellaris,Russula,puellaris,"Aproximadamente 66.200 resultados (0,38 segundos) ",66200.0
Russula puellula,Russula,puellula,"Aproximadamente 65.800 resultados (0,45 segundos) ",65800.0
Russula quercilicis,Russula,quercilicis,"Aproximadamente 2.710 resultados (0,35 segundos) ",2710.0
Russula risigallina,Russula,risigallina,"Aproximadamente 16.100 resultados (0,38 segundos) ",16100.0
Russula romellii,Russula,romellii,"Aproximadamente 24.900 resultados (0,41 segundos) ",24900.0
Russula rosea,Russula,rosea,"Aproximadamente 110.000 resultados (0,35 segundos) ",110000.0
Russula rubra,Russula,rubra,"Aproximadamente 166.000 resultados (0,58 segundos) ",166000.0
Russula sanguinea,Russula,sanguinea,"Aproximadamente 81.600 resultados (0,36 segundos) ",81600.0
Russula sardonia,Russula,sardonia,"Aproximadamente 25.100 resultados (0,39 segundos) ",25100.0
Russula solaris,Russula,solaris,"Aproximadamente 41.400 resultados (0,38 segundos) ",41400.0
Russula sororia,Russula,sororia,"Aproximadamente 73.900 resultados (0,39 segundos) ",73900.0
Russula subfoetens,Russula,subfoetens,"Aproximadamente 23.700 resultados (0,40 segundos) ",23700.0
Russula subnigricans,Russula,subnigricans,"Aproximadamente 54.400 resultados (0,37 segundos) ",54400.0
Russula torulosa,Russula,torulosa,"Aproximadamente 26.300 resultados (0,38 segundos) ",26300.0
Russula turci,Russula,turci,"Aproximadamente 25.200 resultados (0,45 segundos) ",25200.0
Russula urens,Russula,urens,"Aproximadamente 23.000 resultados (0,41 segundos) ",23000.0
Russula vesca,Russula,vesca,"Aproximadamente 76.700 resultados (0,42 segundos) ",76700.0
Russula veternosa,Russula,veternosa,"Aproximadamente 12.100 resultados (0,36 segundos) ",12100.0
Russula vinosa,Russula,vinosa,"Aproximadamente 56.700 resultados (0,40 segundos) ",56700.0
Russula violeipes,Russula,violeipes,"Aproximadamente 27.900 resultados (0,33 segundos) ",27900.0
Russula virescens,Russula,virescens,"Aproximadamente 139.000 resultados (0,36 segundos) ",139000.0
Russula viscida,Russula,viscida,"Aproximadamente 16.200 resultados (0,42 segundos) ",16200.0
Russula xerampelina,Russula,xerampelina,"Aproximadamente 39.900 resultados (0,38 segundos) ",39900.0
Sarcodon cyrneus,Sarcodon,cyrneus,"Aproximadamente 6.770 resultados (0,40 segundos) ",6770.0
Sarcodon glaucopus,Sarcodon,glaucopus,"Aproximadamente 13.100 resultados (0,41 segundos) ",13100.0
Sarcodon imbricatus,Sarcodon,imbricatus,"Aproximadamente 43.800 resultados (0,36 segundos) ",43800.0
Sarcodon squamosus,Sarcodon,squamosus,"Aproximadamente 27.100 resultados (0,35 segundos) ",27100.0
Sarcodontia setosa,Sarcodontia,setosa,"Aproximadamente 4.190 resultados (0,57 segundos) ",4190.0
Sarcomyxa serotina,Sarcomyxa,serotina,"Aproximadamente 24.800 resultados (0,49 segundos) ",24800.0
Sarcoscypha austriaca,Sarcoscypha,austriaca,"Aproximadamente 59.800 resultados (0,40 segundos) ",59800.0
Sarcoscypha coccinea,Sarcoscypha,coccinea,"Aproximadamente 67.800 resultados (0,41 segundos) ",67800.0
Sarcosphaera coronaria,Sarcosphaera,coronaria,"Aproximadamente 25.200 resultados (0,44 segundos) ",25200.0
Sarcosphaera crassa,Sarcosphaera,crassa,"Aproximadamente 6.990 resultados (0,31 segundos) ",6990.0
Schenella pityophila,Schenella,pityophila,"Aproximadamente 1.670 resultados (0,43 segundos) ",1670.0
Schizophyllum commune,Schizophyllum,commune,"Aproximadamente 407.000 resultados (0,46 segundos) ",407000.0
Scleroderma areolatum,Scleroderma,areolatum,"Aproximadamente 65.900 resultados (0,35 segundos) ",65900.0
Scleroderma bovista,Scleroderma,bovista,"Aproximadamente 233.000 resultados (0,41 segundos) ",233000.0
Scleroderma cepa,Scleroderma,cepa,"Aproximadamente 296.000 resultados (0,45 segundos) ",296000.0
Scleroderma citrinum,Scleroderma,citrinum,"Aproximadamente 127.000 resultados (0,37 segundos) ",127000.0
Scleroderma meridionale,Scleroderma,meridionale,"Aproximadamente 57.200 resultados (0,40 segundos) ",57200.0
Scleroderma polyrhizum,Scleroderma,polyrhizum,"Aproximadamente 52.900 resultados (0,39 segundos) ",52900.0
Scleroderma sp,Scleroderma,sp,"Aproximadamente 2.530.000 resultados (0,39 segundos) ",2530.0
Scleroderma verrucosum,Scleroderma,verrucosum,"Aproximadamente 134.000 resultados (0,45 segundos) ",134000.0
Scutellinia scutellata,Scutellinia,scutellata,"Aproximadamente 65.600 resultados (0,35 segundos) ",65600.0
Scutellinia trechisperma,Scutellinia,trechisperma,"Aproximadamente 1.600 resultados (0,43 segundos) ",1600.0
Scutellinia trechispora,Scutellinia,trechispora,"Aproximadamente 16.300 resultados (0,29 segundos) ",16300.0
Scutiger pes-caprae,Scutiger,pes-caprae,"Aproximadamente 20.400 resultados (0,42 segundos) ",20400.0
Sebacina incrustans,Sebacina,incrustans,"Aproximadamente 19.800 resultados (0,36 segundos) ",19800.0
Serpula lacrymans,Serpula,lacrymans,"Aproximadamente 101.000 resultados (0,48 segundos) ",101000.0
Setulipes quercophilus,Setulipes,quercophilus,"Aproximadamente 2.490 resultados (0,40 segundos) ",2490.0
Simocybe centunculus,Simocybe,centunculus,"Aproximadamente 9.300 resultados (0,49 segundos) ",9300.0
Simocybe rubi,Simocybe,rubi,"Aproximadamente 4.540 resultados (0,40 segundos) ",4540.0
Sistotrema confluens,Sistotrema,confluens,"Aproximadamente 23.200 resultados (0,46 segundos) ",23200.0
Skeletocutis amorpha,Skeletocutis,amorpha,"Aproximadamente 17.300 resultados (0,35 segundos) ",17300.0
Sowerbyella imperialis,Sowerbyella,imperialis,"Aproximadamente 6.490 resultados (0,42 segundos) ",6490.0
Sowerbyella rhenana,Sowerbyella,rhenana,"Aproximadamente 8.450 resultados (0,46 segundos) ",8450.0
Sparassis crispa,Sparassis,crispa,"Aproximadamente 127.000 resultados (0,42 segundos) ",127000.0
